ID,Artist,Song,BPM,Key,Notes,Key_Scalar
3071,BROCKHAMPTON,Prayer,131,3B,BPM: ~131; end is Emaj,14
3072,BROCKHAMPTON,Brockhampton,94,3B,end is Cmaj-20,14
3073,Britney Spears,Lucky,95,3B,,14
3074,Bruno Mars,That's What I Like,134,3B,,14
3075,Bryan Adams,I Do It For You,131,3B,BPM: ~131; Everything I Do,14
3076,The Buggles,Video Killed The Radio Star,131,3B,BPM: ~131,14
3077,The Buggles,Elstree,135,3B,G#maj verses,14
3078,Cali Cartier,You Are Loved,128,3B,3/4,14
3079,Carly Rae Jepsen,Me And The Boys In The Band,110,3B,,14
3080,caro♡,over u,55,3B,BPM: 55/110/165; 3/4,14
3081,Caroline Polachek,Caroline Shut Up,65,3B,BPM: 65/130/195; 3/4,14
3082,Caroline Polachek,Pretty In Possible,100,3B,dadada,14
3083,Caroline Polachek,Smoke,119,3B,nanana,14
3084,Cassius,La Mouche,131,3B,DJ Falcon Metal Mix; C#mx+30,14
3085,Cassius,W18,125,3B,i'm a woman,14
3086,CFCF,SUPER SLIPPERY,145,3B,NewJeans Super Shy x Slippery Plastic Euphoric,14
3087,Chappell Roan,Casual,131,3B,,14
3088,Chappell Roan,Naked in Manhattan,118,3B,,14
3089,Chappell Roan,California,130,3B,,14
3090,Charli XCX,Gold Coins,86,3B,C#mx,14
3091,Charli XCX,Famous,101,3B,,14
3092,Charli XCX,Taxi,117,3B,leak,14
3093,Charli XCX,Miss U,80,3B,BPM: 80/160,14
3094,Charli XCX,party 4 u,79,3B,BPM: 79.45/158.9,14
3095,Charli XCX,Yuck,101,3B,,14
3096,Charlie Puth,One Call Away,91,3B,,14
3097,Charlie Puth,BOY,93,3B,,14
3098,che,"I Rot, I Rot.",153,3B,could work as Fphr,14
3099,Childish Gambino,Lithonia,140,3B,nobody gives a fuck,14
3100,Christine and the Queens and Caroline Polachek,La vita nuova,150,3B,A. G. Cook Remix Edit; keychange to G#min,14
3101,Claude Debussy,Claire De Lune,70,3B,BPM: ~70,14
3102,Coldplay,Sparks,137,3B,BPM: ~137.1; 3/4,14
3103,Coldplay,A Message,116,3B,BPM: 116.9,14
3104,Collective Soul,Shine,72,3B,"BPM: ~72.5/155; C#mx, some C#min",14
3105,Confidence Man,CONTROL,124,3B,call me crazy; C#lyd,14
3106,Cut Copy,Saturdays,120,3B,,14
3107,Cut Copy,Going Nowhere,124,3B,BPM: 124.9,14
3108,Cut Copy,Going Nowhere,128,3B,Digitalism Remix,14
3109,Cut Copy,Going Nowhere,126,3B,Whitey Remix,14
3110,Cyberpunk 2077,Us Cracks - User Friendly,165,3B,Namakopuri; cover; Dblues verse,14
3111,Daft Punk,The Brainwasher,93,3B,"BPM: 93.4; ATOM Remix; C#blues, chords are C#maj Bbmaj Cmaj A#min Dmaj; Dblues bridge, chords are A#min Cmin Dmin",14
3112,DB Boulevard,Point Of View,129,3B,C#blues,14
3113,De La Soul,Change In Speak,106,3B,,14
3114,De La Soul,Tread Water,113,3B,C#mx,14
3115,Deftones,Be Quiet And Drive,94,3B,"Far Away; some Abmaj; ~94, ~90 at end; BPM: ~94, ~90 at end",14
3116,Deftones,Minerva,122,3B,"+15, some C#min+15",14
3117,DELTARUNE,Toby Fox - School,136,3B,triplet swing,14
3118,DELTARUNE Chapter 2,Toby Fox - A CYBER'S WORLD?,117,3B,C#mpic end,14
3119,DELTARUNE Chapter 2,Toby Fox - When I Get Mad I Dance Like This,90,3B,C#mx+40,14
3120,DELTARUNE Chapters 3+4,Toby Fox - Gingerbread House,87,3B,BPM: 87.5/175; triplet swing,14
3121,Dexys Midnight Runners,Come On Eileen,106,3B,"BPM: ~106.5; C#maj verse, Ebmaj chorus",14
3122,Dinner Party ft. Phoelix,Freeze Tag,83,3B,BPM: ~83/166,14
3123,Dirty Heads,Vacation,75,3B,BPM: 75/150; chorus melody is technically C#lyd,14
3124,Divinyls,I Touch Myself,113,3B,"BPM: ~113; C#mx, F#maj chorus",14
3125,Dorian Electra,Sorry Bro,90,3B,I Love You,14
3126,DRAM,Cha Cha,135,3B,,14
3127,Dream,Mask,118,3B,,14
3128,EASYFUN,Blink,130,3B,,14
3129,Ecco2k,Blue Eyes,85,3B,BPM: 85/170,14
3130,Ed Sheeran,Give Me Love,58,3B,BPM: 58.3/116.6/175; 6/8,14
3131,Elio ft. Charli XCX,Charger,127,3B,,14
3132,Elton John,Sacrifice,113,3B,cold heart,14
3133,estelle allen,dui,85,3B,BPM: 85/170; you should drive drunk,14
3134,Faerybabyy,orange soda,154,3B,try me out sometime,14
3135,Fatboy Slim,Es Paradis,125,3B,C#blues+25,14
3136,Fatboy Slim,Don't Forget Your Teeth,104,3B,BPM: 104.99; C#blues+20,14
3137,Fatboy Slim,Talking Bout My Baby,99,3B,BPM: 99.74; under the big bright yellow sun,14
3138,femtanyl,AND I'M GONE,95,3B,"BPM: 95/190; some C#mpic, Amaj end",14
3139,Fez,Disasterpeace - Beacon,106,3B,"BPM: ~106; C#mx, some Bmaj",14
3140,FKA twigs,Water Me,121,3B,BPM: ~121,14
3141,Flight Facilities ft. Christine Hoberg,Clair De Lune,116,3B,,14
3142,Flume ft. Toro y Moi,The Difference,80,3B,BPM: 80/160,14
3143,Folk Bitch Trio,Analogue,90,3B,BPM: ~90,14
3144,"food house, Gupi, Fraxiom",51129,140,3B,,14
3145,"food house, Gupi, Fraxiom",nono,120,3B,,14
3146,Fother Muckers,2022,76,3B,BPM: ~76/152,14
3147,Frank Ocean,Super Rich Kids,121,3B,alternating D#maj & C#maj,14
3148,Frank Ocean,White,70,3B,BPM: 70/140,14
3149,Fred again..,Mollie,129,3B,hear your name,14
3150,"Fred again.., Wet",Kelly pt2,132,3B,end of a nightmare,14
3151,Freddie Dredd,Limbo,75,3B,BPM: 75/150; the world is red,14
3152,Frost Children,HARP + PONY,87,3B,BPM: 87.5/177,14
3153,Frost Children,I LIKE IT,101,3B,,14
3154,Frost Children,SNAIL'S PACE,86,3B,BPM: 86/172,14
3155,Frost Children,Not My Fault,135,3B,,14
3156,"Future ft. Drake, Tems",WAIT FOR U,80,3B,BPM: 80/160,14
3157,G Flip,About You,113,3B,,14
3158,Galantis,Runaway,126,3B,U & I,14
3159,"Galantis, David Guetta, & 5 Seconds of Summer",Lighter,125,3B,C#mx,14
3160,Getter ft. Oliver Tree,Forget It,114,3B,never came around,14
3161,Gina G,Ooh Aah... Just a Little Bit,131,3B,,14
3162,Gina G,Ooh Aah... Just a Little Bit,130,3B,Motiv8 Radio Edit,14
3163,glass beach,bedroom community,134,3B,,14
3164,Go! Team,Apollo Throwdown,105,3B,some C#mx,14
3165,Good Charlotte,Little Things,105,3B,BPM: ~105,14
3166,Good Charlotte,Lifestyles of the Rich & Famous,106,3B,BPM: 106/212,14
3167,Good Charlotte,The Anthem,88,3B,BPM: 88/176,14
3168,Gracie Abrams,That's So True,108,3B,,14
3169,Green Day,Jesus Of Suburbia pt1,146,3B,"~146, ~75, 6/8 ~89; BPM: ~146, ~75, 6/8 ~89",14
3170,Groove Armada ft. Gramma Funk,I See You Baby,122,3B,shaking that ass; C#mx+25,14
3171,Guns 'N' Roses,Sweet Child O' Mine,95,3B,BPM: ~95; C#mx,14
3172,Halsey,Colors,100,3B,colours; everything is blue,14
3173,Handsomeboy Technique,Quiet Place,114,3B,,14
3174,Hannah Diamond,Every Night,128,3B,,14
3175,Hannah Diamond,Staring at the Ceiling,70,3B,BPM: 70/140; this is what it feels like,14
3176,Hannah Montana,The Best of Both Worlds: The 2009 Movie Mix,126,3B,"some C#mx, Ebmaj chorus, keychange +2 to Fmaj",14
3177,Imogen Heap,Goodnight and Go,110,3B,,14
3178,itemLabel,Emamouse - Peepy's Theme,90,3B,BPM: 90/180,14
3179,Imagine Dragons,I Bet My Life,107,3B,,14
3180,Jai Wolf,Indian Summer,85,3B,,14
3181,James Bay,Let It Go,74,3B,BPM: 74/148,14
3182,James Blake,Say What You Will,78,3B,BPM: 78/156,14
3183,Janelle Monáe ft. Pharrell Williams,I Got The Juice,120,3B,BPM: 120.14; C#blues,14
3184,Janet Jackson,Let's Wait Awhile,87,3B,BPM: 87/174; keychange +1 to Dmaj,14
3185,Jean Dawson,delusional world champion,93,3B,,14
3186,Jet Set Radio,Deavid Soul - Up-Set Attack,145,3B,,14
3187,Jet Set Radio,Deavid Soul - Yappie Feet,136,3B,some C#min,14
3188,J Dilla,Light It,98,3B,BPM: ~98; light my fire,14
3189,JK-47,On One,87,3B,BPM: 87/174,14
3190,"John Lennon, Yoko Ono",Give Peace A Chance,86,3B,BPM: ~86/172; Ultimate Mix,14
3191,Joji ft. Lil Yachty,Pretty Boy,78,3B,BPM: 78/156,14
3192,JoJo,Music.,133,3B,BPM: ~133; triplet,14
3193,Jonas Blue ft. JP Cooper,Perfect Strangers,118,3B,don't need no reason why,14
3194,Jonas Blue ft. Jack & Jack,Rise,106,3B,,14
3195,Juice WRLD ft. Young Thug,Bad Boy,81,3B,BPM: 81.5/163,14
3196,Jungle Book,The Bare Necessities,110,3B,BPM: ~110,14
3197,Junior Senior,Rhythm Bandits,88,3B,BPM: 88/176,14
3198,Justice,Let There Be Light,123,3B,end,14
3199,Kacey Musgraves,Space Cowboy,117,3B,,14
3200,Kanye West ft. T-Pain,Good Life,84,3B,BPM: 84.99,14
3201,Kanye West,Street Lights,125,3B,,14
3202,Kanye West,God Is,105,3B,,14
3203,Kate Bush,Wuthering Heights,123,3B,BPM: ~123; Amaj intro,14
3204,Kero Kero Bonito,Fish Bowl,115,3B,C#mx intro,14
3205,Kero Kero Bonito,Fish Bowl,114,3B,Frankie Cosmos Remix,14
3206,"The Kid LAROI, Justin Bieber",Stay,85,3B,BPM: 85/170,14
3207,Kids & Explosions,Everything,82,3B,BPM: 82/164; end is C#mx,14
3208,The Killers,Mr. Brightside,148,3B,,14
3209,Kim Petras,Sweet Spot,115,3B,C#lyd,14
3210,Lady Gaga ft. Space Cowboy,Christmas Tree,109,3B,Cphrdom intro,14
3211,Lady Gaga ft. Beyoncé,Telephone,126,3B,Crookers Dub Remix,14
3212,Lady Gaga,Plastic Doll,145,3B,Ashnikko Remix,14
3213,Laufey,Bewitched,137,3B,BPM: ~137; 3/4,14
3214,Laufey,From The Start,82,3B,BPM: 82/164,14
3215,"leastfavorite! ft. jauntsten, polar",subject.,72,3B,"72.5/145, 125; BPM: 72.5/145, 125",14
3216,leastfavorite! ft. dynastic,stasis.,150,3B,,14
3217,Lenny Kravitz,It Ain't Over Till It's Over,79,3B,BPM: 79.7/159.4,14
3218,leroy,copyright strike my fucking nuts,108,3B,BPM: 108/216,14
3219,leroy,snare of a lifetime,92,3B,BPM: 92/184,14
3220,Lewis Capaldi,Someone You Loved,110,3B,,14
3221,Lifehouse,Hanging By A Moment,125,3B,falling even more in love with you,14
3222,Lil Wayne,Kush,83,3B,BPM: 83/166,14
3223,Lil Yachty,drive ME crazy!,107,3B,some C#mx,14
3224,Lily Allen,Sheezus,130,3B,,14
3225,Lisa Loeb,Stay,80,3B,BPM: 80/160; I Missed You,14
3226,Little Simz,101 FM,142,3B,,14
3227,Lord Tariq & Peter Gunz,Deja Vu,97,3B,BPM: ~97,14
3228,Lorde,Liability,76,3B,BPM: ~76/152,14
3229,LSD,Mountains,86,3B,BPM: 86/172,14
3230,Madeon ft. Passion Pit,Pay No Mind,112,3B,,14
3231,Madeon,No Fear No More,96,3B,,14
3232,"Madeon, EARTHGANG",No Fear No More,96,3B,Remix,14
3233,Madonna,Beautiful Stranger,122,3B,"C#blues, C#mx verse",14
3234,Magdalena Bay,Tunnel Vision,120,3B,"C#maj verse, C#mx chorus, some C#blues, C#phr end; triplet swing",14
3235,MAGIC!,Rude,72,3B,BPM: 72/144,14
3236,The Magician ft. Years & Years,Sunlight,122,3B,C#blues,14
3237,Mario Kart 8 Deluxe,GCN Sherbet Land,120,3B,,14
3238,Mario Kart 8 Deluxe,GBA Sky Garden,149,3B,some Emaj,14
3239,Mario Paint,Creative Exercise,132,3B,start is Abmaj-25,14
3240,Maroon 5,Sugar,120,3B,,14
3241,Maroon 5,Nobody's Love,94,3B,,14
3242,Martin Solveig ft. ALMA,All Stars,124,3B,,14
3243,Matt Champion,Green,80,3B,BPM: 80/160; alabama blue; C#lyd,14
3244,M.I.A.,"Fire, Fire",107,3B,C#mx,14
3245,Michelle Branch,Everywhere,97,3B,,14
3246,MIKA,Happy Ending,96,3B,BPM: ~96,14
3247,Mika,Lollipop,96,3B,,14
3248,Miley Cyrus,End of the World,121,3B,,14
3249,Minecraft,C418 - Eleven,82,3B,BPM: ~82/164; 11,14
3250,Minecraft,Kumi Tanioka - An Ordinary Day,60,3B,"BPM: ~60/120; 5/4, some 4/4",14
3251,The Misfits,Saturday Night,87,3B,BPM: ~87/174/261; keychange +2 to Ebmaj; 6/8,14
3252,MKTO,Classic,102,3B,,14
3253,Montaigne,My Life Is Better With You,80,3B,"BPM: 80/160; My Brother, My Brother and Me Podcast Theme Song",14
3254,Mr Oizo,No Tony,100,3B,,14
3255,Mumford and Sons,I Will Wait,134,3B,BPM: ~134; i will wait for you; live version in video is Cmaj,14
3256,Mura Masa,2gether,92,3B,together,14
3257,Muscles,Ice Cream,133,3B,BPM: ~133,14
3258,"My Brother, My Brother and Me",Montaigne - My Life Is Better With You,80,3B,BPM: 80/160,14
3259,Mya,Case Of The Ex,98,3B,Whatcha Gonna Do,14
3260,Nadia Oh,I Like It Loud,80,3B,BPM: 80/160,14
3261,Namasenda ft. Oklou,☆,63,3B,BPM: 63.5/127; all up in my head,14
3262,Natalie Imbruglia,Shiver,94,3B,,14
3263,Ne-Yo,Miss Independent,86,3B,BPM: 86/172,14
3264,NewJeans (뉴진스),How Sweet,125,3B,"it taste; chords are D#min C#maj7 C#min Bmaj7, could technically alternate between C#maj & Bmaj",14
3265,Nicki Minaj,MEGATRON,94,3B,,14
3266,Nirvana,All Apologies,110,3B,BPM: ~110; C#blues,14
3267,Noah Kahan,Hurt Somebody,115,3B,,14
3268,Nujabes,World's end Rhapsody,121,3B,BPM: 121.5,14
3269,ODESZA,Sundara,120,3B,C#mx,14
3270,Of Monsters And Men,Little Talks,103,3B,BPM: ~103,14
3271,Oingo Boingo,Little Girls,86,3B,"BPM: ~86/172; C#maj+25, some F#maj+25",14
3272,Omarion ft. Chris Brown & Jhene Aiko,Post To Be,97,3B,,14
3273,One Direction,Best Song Ever,118,3B,BPM: 118.5,14
3274,Ozzy Osbourne,Dreamer,80,3B,BPM: ~80/160,14
3275,Phoebe Bridgers,Motion Sickness,107,3B,,14
3276,Phoebe Bridgers,I Know the End,74,3B,"the end is here; C#min end; 74/148, 112; BPM: 74/148, 112",14
3277,Phoenix,Heatwave,129,3B,some C#mx,14
3278,PIKOTARO,PPAP,136,3B,,14
3279,P!nk,Please Don't Leave Me,138,3B,,14
3280,P!nk,Walk Me Home,88,3B,constant time sig changes,14
3281,Pivit,Middle Children,100,3B,"i don't wanna die; ~100/200, intro is triplet swing ~120; BPM: ~100/200, intro is triplet swing ~120",14
3282,PNAU,Baby,128,3B,C#blues,14
3283,PNAU,Baby,124,3B,Breakbot remix,14
3284,PNAU ft. Kira Divine & Marques Toliver,Solid Gold,105,3B,C#lyd,14
3285,Poppy,Moshi Moshi,122,3B,"my very best friend; C#maj, C#mx verse",14
3286,Porter Robinson,Wind Tempos,90,3B,"inst; ~90, ~138; BPM: ~90, ~138",14
3287,Porter Robinson,Musician,120,3B,,14
3288,Portishead,It's A Fire,89,3B,"BPM: 89/178; breathe on; alternates between Cmaj, Bmaj, C#min, C#mx",14
3289,Post Malone and The Weeknd,One Right Now,110,3B,,14
3290,Presidents of the USA,Lump,145,3B,,14
3291,Presidents of the United States of America,Peaches,95,3B,"changes to Emaj, C#mx; ~95, ~121; BPM: ~95, ~121",14
3292,Prince,Little Red Corvette,123,3B,,14
3293,Prince,Batdance pt2,110,3B,C#blues,14
3294,Princess Nokia,Balenciaga,98,3B,BPM: ~98; C#lyd,14
3295,Prodigy,Stand Up,100,3B,C#mx,14
3296,PSY,Celeb,128,3B,celebrity; C#blues,14
3297,R. City ft. Adam Levine,Locked Away,94,3B,would you still love me the same,14
3298,RAM RIDER,HELLO,130,3B,welcome to the new world,14
3299,Ravenna Golden,Expensive City,89,3B,BPM: 89/178,14
3300,Regina Spektor,Us,85,3B,BPM: 85/170,14
3301,The Regrettes,I Dare You,102,3B,BPM: ~102/204,14
3302,REI AMI,Dictator pt2,110,3B,,14
3303,The Rentals,Friends Of P.,108,3B,,14
3304,Rico Nasty,PINK,140,3B,,14
3305,Rhythm Heaven,Tsunku♂ - Game Select 1,98,3B,,14
3306,Rhythm Heaven,Masami Yone - OK,125,3B,C#blues; triplet swing,14
3307,Rhythm Heaven,Masami Yone - Superb,152,3B,triplet swing,14
3308,Rhythm Heaven,Masami Yone - Lockstep,81,3B,"BPM: 81/162; some C#min, Fmpic end",14
3309,Rhythm Heaven,Masami Yone - Lockstep 2,135,3B,"triplet swing; some C#min, Fmpic end",14
3310,Rhythm Heaven,Masami Yone - Guitar Lessons,115,3B,,14
3311,Rhythm Heaven,Tsunku♂ - Cast,75,3B,"75/150, 98; BPM: 75/150, 98",14
3312,Rhythm Heaven Fever,Tsunku♂ - Game Select 1,84,3B,BPM: 84/168,14
3313,Rhythm Heaven Fever,Tsunku♂ - Night Walk,110,3B,Dreams of Our Generation,14
3314,Rhythm Heaven Fever,Tsunku♂ - Night Walk,110,3B,僕らの世代！,14
3315,Rhythm Heaven Fever,Tsunku♂ - Power Calligraphy,126,3B,"G# bass note, some Aphrdom; 126, 160, 98; BPM: 126, 160, 98",14
3316,Rhythm Heaven Fever,"Masami Yone, Shinji Ushiroda, Asuka Ito - STAFF",143,3B,triplet,14
3317,Rich Brian,Kids,86,3B,C#lyd,14
3318,Rich Brian,Butterfly,140,3B,,14
3319,Rick Astley,Never Gonna Give You Up,113,3B,BPM: 113.380,14
3320,Rico Nasty prod. ilykimchi & coucouchloe,BLEACH BROWS,145,3B,C#blues,14
3321,Rina Sawayama,Ordinary Superstar,110,3B,,14
3322,Rina Sawayama ft. Shamir,Tunnel Vision,64,3B,BPM: 64/128; triplet,14
3323,Rise Against,Audience Of One,81,3B,BPM: ~81/162,14
3324,RMR,Rascal,72,3B,BPM: ~72.5/145,14
3325,RMR ft. Young Thug,Rascal,72,3B,BPM: ~72.5/145,14
3326,Robbie Williams,Millennium,91,3B,BPM: ~91.5; C#mx,14
3327,ROSALÍA,DELIRIO DE GRANDEZA,101,3B,,14
3328,ROSALÍA,CUUUuuuuuute,140,3B,cute,14
3329,Royksopp,Eple,107,3B,Fatboy Slim Remix,14
3330,Sabrina Carpenter,Espresso,115,3B,Skylar Spence Remix,14
3331,SAGA BOUY,DRUNK OFF LOVE,75,3B,BPM: 75/150,14
3332,Salt-N-Pepa,Let's Talk About Sex,108,3B,,14
3333,salute with Rina Sawayama,saving flowers,132,3B,so beautiful to me,14
3334,Sam Feldt ft. Kesha,Stronger,105,3B,,14
3335,"Sean Kingston, Justin Bieber",Eenie Meenie,121,3B,,14
3336,Sean Paul,Like Glue,99,3B,some C#mx,14
3337,SebastiAn ft. Loota,スィート Sweet,68,3B,BPM: 68/136,14
3338,SEBii,STFU...ur done,140,3B,dumb,14
3339,SEBii,did/n't i tell u,135,3B,,14
3340,"Selena Gomez, Camilo",999,75,3B,BPM: 75/150,14
3341,Shawn Mendes,Stitches,75,3B,BPM: 75/150,14
3342,Shinichi Osawa,Our Song,125,3B,Song&You Mix,14
3343,Simian Mobile Disco,Wooden,124,3B,chords are C#maj7 Emaj7 Bmaj7 A#min7,14
3344,Simple Plan,I'm Just A Kid,110,3B,,14
3345,Simple Plan,"What's New, Scooby-Doo?",81,3B,BPM: 81/162,14
3346,"Skrillex, Corbin, Chief Keef",Bad For Me,101,3B,,14
3347,Slayyyter,Touch My Body,127,3B,,14
3348,sombr,back to friends,93,3B,,14
3349,SOPHIE,IMMATERIAL,140,3B,,14
3350,Spice Girls,Say You'll Be There,107,3B,,14
3351,Splatoon,Plaza Speakers K,90,3B,BPM: 90/180,14
3352,Splatoon 3: Side Order,Dedf1sh - #12.2 awakened,104,3B,,14
3353,Stan Getz & Joao Gilberto,The Girl From Ipanema,130,3B,BPM: ~130,14
3354,stef,sEx,145,3B,C#~Dmaj,14
3355,Sugarland,Stuck Like Glue,84,3B,BPM: 84/168; triplet swing,14
3356,SZA,Supermodel,90,3B,BPM: 90/180; vox are C#maj but inst is C#mx,14
3357,SZA,Saturn,90,3B,,14
3358,T-Pain ft. Yung Joc,Buy U A Drank,80,3B,BPM: 80/160; Shawty Snappin',14
3359,T-Pain,It's My Dog Birthday,90,3B,,14
3360,Talking Heads,Once in a Lifetime,117,3B,BPM: ~117,14
3361,Tate McRae,2 hands,104,3B,,14
3362,Tessa Violet,Crush,136,3B,touch,14
3363,Thirsty Merc,20 Good Reasons,93,3B,BPM: ~93,14
3364,Tkay Maidza,You Sad,80,3B,BPM: 80/160,14
3365,Tove Lo,Glad He's Gone,91,3B,,14
3366,Toy-Box,Best Friend,135,3B,,14
3367,The Troggs,Love Is All Around,96,3B,BPM: ~96; C#~Dmaj,14
3368,Troye Sivan ft. Guitarricadelafuente,In My Room,111,3B,C#min end,14
3369,Troye Sivan,Honey,119,3B,,14
3370,Troye Sivan,Honey,120,3B,Mura Masa Chill Mix,14
3371,Troye Sivan,Honey,120,3B,Mura Masa Euphoria Mix,14
3372,Troye Sivan,Honey,120,3B,Mura Masa Wonder Mix,14
3373,Thy Slaughter,Bronze,133,3B,boy and girl,14
3374,"Tyler, The Creator",Glitter pt2,126,3B,C#~Dmaj; chords are D#min7+50 G#maj+50 C#min7+50 F#maj+50,14
3375,"Tyler, The Creator","Enjoy Right Now, Today pt2",81,3B,BPM: 81/162; C#~Dmaj; chords are D#min7+50 G#maj+50 C#min7+50 F#maj+50 Bmin7+50 Emaj+50 G#min7+50 A#min7+50,14
3376,"Tyler, The Creator",THANK YOU,77,3B,BPM: 77/154; C#~Dmaj,14
3377,"Tyler, The Creator",Fishtail,81,3B,BPM: 81/162,14
3378,U2,I Still Haven't Found What I'm Looking For,100,3B,BPM: 100.5,14
3379,umru + Laura Les,popular,93,3B,caro♡ Cover,14
3380,umru & Cecile Believe,Honest [GRRL Remix]「NXC」,91,3B,BPM: 91/182; GRRL4x4Edit4B4battlepass,14
3381,umru & Warpstr,Matter of Time,138,3B,Gaszia Remix,14
3382,UNDERTALE,Toby Fox - Fallen Down,110,3B,C#~Dmaj; 3/4,14
3383,UNDERTALE,Toby Fox - Dogsong,112,3B,BPM: ~112,14
3384,UNDERTALE,Toby Fox - Live Report,77,3B,BPM: 77/154/231; alternates between C#maj & Bmaj; 6/8,14
3385,UNDERTALE,Toby Fox - Death Report,90,3B,"BPM: 90/180/270; alternates between C#maj & Bmaj, C#min end; 6/8",14
3386,Vanessa Amorosi,Absolutely Everybody,123,3B,,14
3387,Vance Joy,Riptide,102,3B,BPM: ~102,14
3388,Vangelis,Chariots Of Fire,70,3B,BPM: 70/140; inst,14
3389,Vitesse X,Us Ephemeral,152,3B,George Clanton Remix; C#~Dmaj,14
3390,Wafia,Hurricane,100,3B,,14
3391,Wafia,Butterflies,145,3B,C#mx,14
3392,Wafia ft. Ta-ku & Masego,Wide Open,84,3B,BPM: 84/168,14
3393,WALK THE MOON,Shut Up and Dance,128,3B,,14
3394,Wave Racer,AUTO,138,3B,,14
3395,We Are The Union,End of Daze,123,3B,BPM: ~123; end of the world; triplet swing,14
3396,The Weeknd,Dancing In The Flames,117,3B,,14
3397,Weezer,I Need Some Of That,118,3B,,14
3398,Weird Al,Like A Surgeon,125,3B,,14
3399,"What's New, Scooby-Doo?","Simple Plan - What's New, Scooby-Doo?",81,3B,BPM: 81/162,14
3400,Wii Play,Wii Channel,95,3B,,14
3401,"will.i.am, Nicki Minaj",Check It Out,130,3B,i can't believe it; video killed the radio star,14
3402,The xx,I Dare You,127,3B,,14
3403,yeule,Friendly Machine,133,3B,,14
3404,Yung Gravy,Betty,102,3B,Get Money,14
3405,Yungster Jack + David Shawty,PRESSURE,85,3B,under pressure,14
3406,Zootopia,Shakira - Try Everything,115,3B,,14
3407,100 Gecs,Hey Big Man,104,10A,Monte Hills Flip,9
3408,1300,Rocksta,120,10A,"rockstar; Bphr, some Cphr",9
3409,2 Mello,that's just it,128,10A,,9
3410,2 Mello,livin' midnight,90,10A,inst,9
3411,21 Savage & Metro Boomin ft. Future,X,150,10A,,9
3412,2hollis,crush,150,10A,,9
3413,3 Doors Down,Kryptonite,99,10A,superman,9
3414,4MINUTE,이름이 뭐예요?,115,10A,What's Your Name?,9
3415,50 Cent,Many Men,81,10A,BPM: 81/162; Wish Death,9
3416,71 Digits,Down Under,144,10A,men at work,9
3417,80Fitz,IF THE JOKER COULD BEATBOX...,80,10A,BPM: ~80/160; Bphr,9
3418,A. G. Cook,Cos I Love You,143,10A,some Fmin,9
3419,Aaron Cartier ft. Tymmi,SHINE,65,10A,BPM: 65/130; B~Cphr,9
3420,AC/DC,Thunderstruck,133,10A,"BPM: ~133.5; Bblues, Eharm intro",9
3421,Adam Lambert,Whataya Want from Me,143,10A,,9
3422,Addison Rae,Summer Forever,122,10A,i love you so bad,9
3423,Afrika Bambaataa & The Soulsonic Force,Planet Rock,127,10A,"Bphr, some Bmin",9
3424,Alex Clare,Too Close,126,10A,,9
3425,Alex Gaudino ft. Shena,Watch Out,129,10A,,9
3426,Alexandra Stan,Mr. Saxobeat,128,10A,,9
3427,Alice Longyu Gao ft. Oli Sykes,Believe The Hype,79,10A,"BPM: 79/158; Bphr, end is Bmin",9
3428,Alizée,La Isla Bonita,100,10A,,9
3429,Aminé,Feels So Good,97,10A,,9
3430,Anderson .Paak,Bubblin,80,10A,BPM: 80/160,9
3431,Anderson .Paak,JEWELZ,109,10A,,9
3432,Andrew Gold,Spooky Scary Skeletons,77,10A,BPM: ~77/154,9
3433,Anna Lunoe,Radioactive,126,10A,,9
3434,Anna Lunoe,Real Love,134,10A,,9
3435,Aphex Twin,Green Calx,118,10A,Bphr,9
3436,Aphex Twin,Vordhosbn,85,10A,BPM: 85/170; F#min+40 end,9
3437,Aphex Twin,Cock/ver10,85,10A,BPM: 85/170,9
3438,Aphex Twin,Kesson Dalek,85,10A,BPM: 85/170,9
3439,Ari Lennox,BMO,79,10A,BPM: 79/158; break me off,9
3440,Ari Lennox ft. Doja Cat,BMO Remix,79,10A,BPM: 79/158,9
3441,Arca,Anaesthetic,132,10A,,9
3442,Arca,Truly Carrying,82,10A,BPM: 82.5/165,9
3443,Arca,Fetiche,75,10A,"BPM: 75/150; changes to Amin, then C#min",9
3444,Arca,Now You Know,120,10A,BPM: ~120; chords are Bmin F#min C#min Emin,9
3445,Arca,????? A pt2,107,10A,,9
3446,Arca,????? A pt4,40,10A,BPM: +40,9
3447,Arcane League of Legends,Imagine Dragons x J.I.D - Enemy,77,10A,BPM: 77/154; Bharm,9
3448,Arctic Monkeys,When The Sun Goes Down,125,10A,"Bmaj intro and end; ~125, ~84.5/169; BPM: ~125, ~84.5/169",9
3449,Ariana Grande,fake smile,85,10A,,9
3450,"Artbat, David Guetta ft. Idris Elba",It's Ours,128,10A,,9
3451,A$AP Ferg ft. Pharrell Williams,Green Juice,120,10A,,9
3452,A$AP Rocky ft. FKA twigs,Fukk Sleep,136,10A,fuck sleep,9
3453,Ashlee Simpson,La La,130,10A,lalala; Bblues,9
3454,Ashnikko,You Make Me Sick!,161,10A,Bphr,9
3455,Ashnikko,WEEDKILLER,120,10A,Bphrdom,9
3456,Audioslave,Gasoline,93,10A,BPM: ~93; Bmpic,9
3457,Audioslave,Be Yourself,117,10A,,9
