ID,Artist,Song,BPM,Key,Notes,Key_Scalar
17453,Flume,No Other 1.2.2 [2021 Export Wav],114,6B,,17
17454,"food house, Gupi, Fraxiom",hot problems,86,6B,BPM: 86/172,17
17455,Fortnite,Epic Games - Bloom,92,6B,,17
17456,Fray,How to Save a Life,122,6B,,17
17457,Frank Ocean,Lost,123,6B,,17
17458,Frank Ocean,Close To You,78,6B,BPM: 78/156,17
17459,Fred again..,Delilah,135,6B,Pull Me Out Of This; you know how to calm me down,17
17460,Fred Astaire,I Won't Dance,84,6B,"1952 version; triplet swing; ~84/168, ~87/174; BPM: ~84/168, ~87/174",17
17461,Friday Night Funkin',Kawai Sprite - Breakfast,80,6B,BPM: 80/160; Pause Menu,17
17462,"Frost Children ft. Blaketheman1000, May Rio",WONDERLAND,135,6B,,17
17463,Froyo,Chu,140,6B,,17
17464,FUSER,Charm Syndicate - Bloom,92,6B,,17
17465,gabby start,sydney,80,6B,BPM: 80/160; is this what you want from us,17
17466,Gang Starr,"Same Team, No Game",90,6B,,17
17467,Genesis Owusu,Smiling with No Teeth,127,6B,,17
17468,George Clanton,Livin' Loose,110,6B,"Bb~Bmaj, some Bb~Bmx",17
17469,George Michael,I Want Your Sex,98,6B,Bbmx,17
17470,Giga & KIRA ft. Hatsune Miku & GUMI,GETCHA,132,6B,"A#blues verse, Bbmaj chorus",17
17471,Girls Aloud,Jump,134,6B,"Abmx verse, Dbmaj prechorus, Bbmaj chorus, A#min bridge",17
17472,glue70,Casin,104,6B,leafy; wrong neighbourhood,17
17473,Gorillaz ft. Lou Reed,Some Kind of Nature,96,6B,BPM: 96.9; some Bbmx,17
17474,Gracie Abrams,"I Love You, I'm Sorry",58,6B,BPM: 58/116/174; 6/8,17
17475,Green Leaves,YATTA!,133,6B,,17
17476,Grimes,Belly of the Beat,90,6B,,17
17477,Grimes,Pin,142,6B,,17
17478,Guru Josh Project,Infinity 2008,128,6B,Klaas Vocal Edit,17
17479,Hailee Steinfeld,Love Myself,123,6B,,17
17480,Hannah Diamond,Hi,100,6B,,17
17481,Harry Styles,Late Night Talking,115,6B,,17
17482,Hayley Kiyoko ft. Kehlani,What I Need,105,6B,,17
17483,Herb Alpert,Spanish Flea,80,6B,BPM: ~80/160,17
17484,Hikaru Utada,Simple And Clean,88,6B,,17
17485,Hikaru Utada,光,88,6B,light; prechorus is Charm,17
17486,Holidaykiss,2015,113,6B,,17
17487,"J Dilla ft. Common, D'Angelo",So Far To Go,90,6B,BPM: ~90,17
17488,J Dilla,Bye.,90,6B,BPM: ~90; Bb~Bmaj,17
17489,Jaden,Roses,82,6B,BPM: 82.5/165,17
17490,James Arthur,Say You Won't Let Go,95,6B,,17
17491,Jane Remover,Census Designated,72,6B,BPM: ~72.5/145,17
17492,Jane Remover,Flash in the Pan,155,6B,,17
17493,Jane Remover,TWICE REMOVED,153,6B,grim reaper on my ass,17
17494,Janet Jackson,Tonight's The Night,88,6B,some C#maj+40,17
17495,JAY-Z,Anything,81,6B,BPM: ~81.5/163,17
17496,Jet Set Radio,Hideki Naganuma - That's Enough,110,6B,Bbmx,17
17497,Jet Set Radio Future,Hideki Naganuma - Like It Like This Like That,130,6B,,17
17498,Jet Set Radio Future,Hideki Naganuma - That's Enough,110,6B,B.B. Rights Mix; end is A#min,17
17499,joji,will he,116,6B,,17
17500,JoJo Siwa,D.R.E.A.M.,155,6B,,17
17501,JoJo's Bizarre Adventure: Stardust Crusaders,Pat Metheny - Last Train Home,80,6B,BPM: 80/160; some Bbmx,17
17502,Joy Division,Disorder,90,6B,BPM: ~90/180,17
17503,The Juliet Dagger,Saturday Morning,80,6B,BPM: ~80/160,17
17504,Junior Senior,Shake Your Coconuts,138,6B,"Bbmx, Bbblues solo",17
17505,Junior Senior,Shake Your Coconuts,130,6B,Dfa Mix; Bbmx+30,17
17506,Junior Senior,Shake Your Coconuts,138,6B,Djosos Krost Remix; Bbmx,17
17507,Junior Senior,Cocodub,138,6B,Bbblues; perc,17
17508,Just Jack,Starz in their Eyes,124,6B,,17
17509,Justice,Love S.O.S.,113,6B,some Abmaj chords,17
17510,Justin Bieber ft. Usher,Somebody To Love Remix,130,6B,,17
17511,Justin Bieber,As Long As You Love Me,140,6B,,17
17512,Kacy Hill ft. Francis and the Lights,I Believe In You,90,6B,,17
17513,Kacy Hill,Easy Going,90,6B,,17
17514,Katy Perry,Teenage Dream,120,6B,,17
17515,Katy Perry,Roar,90,6B,ohwoah,17
17516,Kendrick Lamar,Auntie Diaries,95,6B,Bbmx,17
17517,Kero Kero Bonito,Bonito Jingle,124,6B,,17
17518,Kero Kero Bonito,Homework,105,6B,Bbmx,17
17519,Kero Kero Bonito,Let's Go to the Forest,120,6B,triplet,17
17520,Kero Kero Bonito,I'd Rather Sleep,142,6B,,17
17521,Kero Kero Bonito,I'd Rather Sleep,155,6B,et aliae Remix,17
17522,Kero Kero Bonito,Graduation,90,6B,A#min drop,17
17523,Kero Kero Bonito,Try Me,107,6B,,17
17524,Kero Kero Bonito,Paintbrush,123,6B,,17
17525,"Kesha ft. Lil Wayne, Wiz Khalifa, T.I., André 3000",Sleazy REMIX 2.0 Get Sleazier,85,6B,BPM: 85/170; perc,17
17526,Kesha,Praying,73,6B,BPM: 73.5/147,17
17527,KEVIN ABSTRACT,BIG DOG,93,6B,,17
17528,Khalid,Talk,55,6B,BPM: 55.33/110.66/166; XXYYXX Remix; 6/8,17
17529,The Kid LAROI,I Can’t Go Back To The Way It Was,110,6B,Intro,17
17530,The Kid LAROI,WHAT JUST HAPPENED,85,6B,BPM: 85/170,17
17531,Kids & Explosions,Small Problems,79,6B,BPM: 79/158,17
17532,King Gizzard & The Lizard Wizard,Deadstick,141,6B,Bbblues,17
17533,Kraftwerk,Pocket Calculator,136,6B,Bbmx,17
17534,Kylie Minogue,Say Something,107,6B,Bbmx,17
17535,Lady Gaga,Brown Eyes,125,6B,,17
17536,Lady Gaga,Stupid Love,118,6B,Bbmx,17
17537,Lady Gaga,911,115,6B,Cdr verse,17
17538,The Legend of Zelda: Ocarina of Time,Koji Kondo - Kakariko Village,50,6B,BPM: ~50/100/150; 6/8,17
17539,The Legend of Zelda: Ocarina of Time,Koji Kondo - Sheik,83,6B,BPM: ~83,17
17540,Lemon Demon,No Eyed Girl,104,6B,,17
17541,Lemon Demon,Spiral of Ants,89,6B,BPM: 89/178,17
17542,Little Mermaid,Under the Sea,100,6B,,17
17543,Lil Nas X,Where Do We Go Now?,71,6B,BPM: 71/142,17
17544,Lil Uzi Vert,Red Moon,81,6B,BPM: 81/162,17
17545,Looney Tunes: Back In Action,Junior Senior - Shake Your Coconuts,138,6B,"Bbmx, Bbblues solo",17
17546,Lorde,Homemade Dynamite,108,6B,,17
17547,Lorenzo Senni,THINK BIG,135,6B,,17
17548,Ludacris,Number One Spot,72,6B,"BPM: ~72/146; soul bossa nova, austin powers",17
17549,Ludacris,The Potion,100,6B,,17
17550,Machine Gun Kelly ft. glaive,more than life,144,6B,,17
17551,MACKLEMORE ft. LIL YACHTY,MARMALADE,136,6B,,17
17552,Mad Iris,Name Tag,145,6B,,17
17553,Madeon ft. Kyan,You're On,100,6B,,17
17554,Madeon,OK,115,6B,,17
17555,Madeon ft. Mark Foster,Nonsense,87,6B,,17
17556,Madonna,Ray Of Light,128,6B,Bbmx,17
17557,Mad Donna,The Wheels On The Bus,127,6B,,17
17558,Magdalena Bay,Feeling DiskInserted?,90,6B,,17
17559,Magdalena Bay,That's My Floor,84,6B,BPM: 84/168; Bbblues,17
17560,Mall Boyz,Higher,142,6B,,17
17561,Main Ingredient,Everybody Plays the Fool,84,6B,BPM: ~84.5/169,17
17562,Mario,Let Me Love You,95,6B,,17
17563,Mario Kart 8 Deluxe,Water Park,137,6B,keychange +2 to Cmaj,17
17564,Mario Kart 8 Deluxe,GBA Mario Circuit,134,6B,Bbblues,17
17565,Mario Kart 8 Deluxe,Wii Koopa Cape,80,6B,BPM: 80/160,17
17566,Mark Williams,Show No Mercy,122,6B,triplet swing; Bbmx,17
17567,Maroon 5 ft. SZA,What Lovers Do,110,6B,,17
17568,Marshmello ft. Wrabel,Ritual,110,6B,,17
17569,Meghan Trainor,Made You Look,145,6B,,17
17570,mercury,Born in early may,132,6B,kmoe club edit,17
17571,Metric,Help I'm Alive,120,6B,BPM: ~120,17
17572,M.I.A.,IT TAKES A MUSCLE,75,6B,BPM: 75/150; Bbmaj Fmaj Cmaj Ebmaj,17
17573,M.I.A.,INTERNET CONNECTION,130,6B,"crashed the game last night; perc, chorus is Bbmx",17
17574,Mikolas Josef ft. Fito Blanko & Frankie J,Acapella,96,6B,,17
17575,Minecraft,C418 - Blind Spots,100,6B,creative2.ogg,17
17576,Moby,Porcelain,95,6B,Bbmx,17
17577,The Moldy Peaches,Nyc's Like a Graveyard,135,6B,BPM: ~135; Bbblues,17
17578,The Moldy Peaches,NYC's A GRAVEYARD @angel__emoji Edit 128bpm,128,6B,Bbblues,17
17579,"Montaigne, David Byrne",Always Be You,125,6B,,17
17580,Mumford & Sons,Hopeless Wanderer,80,6B,"BPM: 80/160/240; 6/8, 4/4",17
17581,"Nadia Oh, Space Cowboy",Rip It Up,137,6B,some D#min,17
17582,nanobii,Rainbow Road,170,6B,,17
17583,"Neggy Gemmy, Frost Children",Seeing Stars,120,6B,,17
17584,Neil Cicierega,Potter Puppet Pals: Mysterious Ticking Noise,120,6B,,17
17585,Nelly Furtado,I'm Like A Bird,89,6B,89.635 /179.27; BPM: 89.635 /179.27,17
17586,Neon Genesis Evangelion,"Komm, süsser Tod",76,6B,BPM: 76/152; Come Sweet Death,17
17587,Neon Indian,"Mind, Drips",85,6B,,17
17588,New Order,Bizarre Love Triangle,118,6B,,17
17589,New Super Mario Bros. Wii,World 5: Forest Land,105,6B,jungle,17
17590,Nicki Minaj ft. Eminem,Roman’s Revenge,112,6B,some A#min,17
17591,Nicki Minaj ft. Rihanna,Fly,120,6B,,17
17592,"Nicky Youre, dazy",Sunroof,131,6B,,17
17593,Ninajirachi & BRUX,How Could U,145,6B,Original Mix,17
17594,Ninajirachi & BRUX,How Could U,145,6B,Ninajirachi VIP Mix,17
17595,Nirvana,In Bloom,77,6B,BPM: ~77.5/155; verse chords are Bbmaj F#maj Ebmaj Bmaj Amaj,17
17596,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,117,6B,"BPM: ~117; some C# notes in melody, end of chorus is A#mpic",17
17597,No Doubt,Spiderwebs,143,6B,BPM: ~143,17
17598,of Montreal,Wraith Pinned to the Mist,122,6B,,17
17599,OK Go,Shooting The Moon,50,6B,BPM: ~50/100/150; 6/8,17
17600,OK Go,A Stone Only Rolls Downhill,100,6B,,17
17601,Oklou,want to wanna come back,95,6B,,17
17602,Olivia Rodrigo,drivers license,144,6B,,17
17603,Olivia Rodrigo,the grudge,128,6B,,17
17604,One Direction,Steal My Girl,77,6B,BPM: 77/154,17
17605,Panda Bear,Comfy In Nautica,120,6B,,17
17606,Panic! At The Disco,Bohemian Rhapsody,143,6B,"0:00 Bbmaj, 1:24 Ebmaj, 1:49 Bbmaj, 2:24 Ebmaj, 3:04 Amaj, 3:17 Aphr, 3:22 Ebmaj, 3:52 F#maj, 3:55 Ebmaj, 5:34 Bbmaj, 5:37 Fmaj; ~, ~143, , ~139; BPM: ~, ~143, , ~139",17
17607,Pat Metheny,Last Train Home,80,6B,BPM: 80/160; some Bbmx,17
17608,Pavement,Harness Your Hopes,109,6B,"BPM: ~109; -45, intro is A#harm-45",17
17609,Peking Duk ft. Nicole Millar,High,100,6B,Bbmx,17
17610,Pet Shop Boys,Liberation,109,6B,"Gmaj chorus, some Fmaj",17
17611,Phantogram,Turning Into Stone,122,6B,,17
17612,Phoebe Bridgers,Scott Street,135,6B,,17
17613,Phoenix ft. Ezra Koenig,Tonight,140,6B,Vegyn Remix,17
17614,Pink Guy,STFU,138,6B,,17
17615,PinkPantheress,All my friends know,102,6B,,17
17616,Plastic Bertrand,Ca Plane Pour Moi,166,6B,BPM: ~166; that's cool with me,17
17617,Playboi Carti,LIKE WEEZY,150,6B,,17
17618,POBBLES,We Wish You,85,6B,BPM: 85/170,17
17619,Pokémon: Black & White,Undella Town,46,6B,BPM: 46/92/138; Autumn-Spring; 3/4,17
17620,Poppy,Money,112,6B,Bbmx,17
17621,Poppy ft. FEVER 333,Scary Mask,90,6B,"Bphr verses; ~90, ~104, ~146, ~90, ~104, ~160; BPM: ~90, ~104, ~146, ~90, ~104, ~160",17
17622,Porter Robinson,Lifelike,101,6B,inst,17
17623,Porter Robinson,do-re-mi-fa-so-la-ti-do,173,6B,,17
17624,Porter Robinson,Blossom,58,6B,BPM: ~58/116/174; 6/8,17
17625,"Porter Robinson, Totally Enormous Extinct Dinosaurs",Unfold,135,6B,,17
17626,Porter Robinson,Russian Roulette,150,6B,,17
17627,Porter Robinson,Kitsune Maison Freestyle,84,6B,BPM: 84/168,17
17628,Porter Robinson,Easier to Love You,70,6B,BPM: 70/140,17
17629,Prince,Let's Pretend We're Married,92,6B,BPM: ~92/184; Bbblues,17
17630,Prince,Purple Rain,57,6B,BPM: ~57.5/115,17
17631,Prince,U Got The Look,120,6B,"Bb~Bmx, some A#~Bmin, some dr",17
17632,Prince & The New Power Generation,Cream,116,6B,,17
17633,Prince,Gold,90,6B,,17
17634,Q-Tip,Vivrant Thing,99,6B,Bbblues,17
17635,Queen,Bohemian Rhapsody,143,6B,"0:00 Bbmaj, 1:24 Ebmaj, 1:49 Bbmaj, 2:24 Ebmaj, 3:04 Amaj, 3:17 Aphr, 3:22 Ebmaj, 3:52 F#maj, 3:55 Ebmaj, 5:34 Bbmaj, 5:37 Fmaj; ~, ~143, , ~139; BPM: ~, ~143, , ~139",17
17636,Quincy Jones,Soul Bossa Nova,77,6B,BPM: ~77/154; austin powers; some Bbmx,17
17637,Ravenna Golden,Big Knife,80,6B,BPM: 80/160,17
17638,Remi Wolf,Guerrilla,96,6B,Bbmx,17
17639,Rhett & Link,It's My Belly Button,100,6B,,17
17640,Rhythm Heaven,Tsunku♂ - Game Select 2,85,6B,BPM: 85/170; some Cmin,17
17641,Rhythm Heaven Fever,Tsunku♂ - Built to Scale,98,6B,"Bbmaj 98, Bmaj 105, Cmaj 113, C#maj 131, Dmaj 98, Ebmaj 60/120, Emaj 133, Fmaj 160; BPM: Bbmaj 98, Bmaj 105, Cmaj 113, C#maj 131, Dmaj 98, Ebmaj 60/120, Emaj 133, Fmaj 160",17
17642,Rhythm Heaven Fever,Tsunku♂ - Launch Party,136,6B,triplet,17
17643,Rhythm Heaven Fever,Tsunku♂ - Built to Scale 2,98,6B,"Bbmaj 98, Bmaj, 105, Cmaj 113, C#maj 131, Dmaj 98, Ebmaj 60/120, Emaj 133, Fmaj 160; BPM: Bbmaj 98, Bmaj, 105, Cmaj 113, C#maj 131, Dmaj 98, Ebmaj 60/120, Emaj 133, Fmaj 160",17
17644,Rhythm Heaven Fever,Tsunku♂ - Read Something,103,6B,,17
17645,Rina Sawayama,Hurricanes,132,6B,,17
17646,The Rolling Stones,She's A Rainbow,108,6B,BPM: ~108,17
17647,Royksopp,Happy Up Here,105,6B,"Bbblues, some Dbmaj & Abmaj chords",17
17648,Sailor Moon,Dumpling Head #1,104,6B,BPM: ~104,17
17649,Sailor Moon,Dumpling Head #2,102,6B,BPM: ~102,17
17650,Saint Pepsi,Private Caller,101,6B,,17
17651,Sara Bareilles,Brave,92,6B,,17
17652,Sarah Brand,Fantasy,114,6B,,17
17653,Scatman John,Everybody Jam,135,6B,,17
17654,Schubert,Ave Maria,59,6B,BPM: ~59/118; 6/8,17
17655,The Script,Hall of Fame,85,6B,BPM: 85/170,17
17656,Sean Paul,She Doesn't Mind,120,6B,,17
17657,SebastiAn,Prime,107,6B,chords are Bbmaj Amin Abmaj Gmaj,17
17658,Self,Stay Home,108,6B,BPM: ~108,17
17659,Shawn Mendes,Lost In Japan,105,6B,,17
17660,Shawn Wasabi,i lost all my eggs,102,6B,,17
17661,Shinichi Osawa,Push,122,6B,Alex Gopher Remix,17
17662,Shinichi Osawa,Push,126,6B,Tronik Youth Remix,17
17663,"Sigala, Talia Mar",Stay The Night,124,6B,,17
17664,six impala,"spare your enamel, she needs it more than you",150,6B,six impala remix,17
17665,Sixpence None the Richer,There She Goes,120,6B,,17
17666,"Skrillex, Poo Bear",Would You Ever,125,6B,,17
17667,"Skrillex, Poo Bear",Would You Ever,140,6B,Branches & Charlie Klarsfeld Remix,17
17668,Slayyyter,Mine,124,6B,Bb~Bmaj,17
17669,Sleigh Bells,Infinity Guitars,158,6B,Bbblues+30,17
17670,The Slow Readers Club,Boy So Blue,120,6B,,17
17671,Sonic the Hedgehog 3,File Select,112,6B,"some Ebmaj, some Fmaj",17
17672,Sonic CD,Game Over,96,6B,BPM: 96.5; JP; Bbmx,17
17673,Sonic & Knuckles,Ending,146,6B,,17
17674,Space Channel 5,Jingle: Ulala's Swingin' Report Show,178,6B,BPM: ~178; Bbblues intro,17
17675,Splatoon,Squid Squad - Kraken Up,155,6B,,17
17676,Splatoon,Squid Sisters - Now or Never,92,6B,BPM: 92/184,17
17677,Splatoon 2,Inkopolis Square Speakers C,120,6B,happy little workers; Bbblues,17
17678,Splatoon 2,Bob Dub - Dubble Bath,76,6B,BPM: 76/152; DIY Remix; Bbblues,17
17679,Splatoon 2,Diss-Pair - Kinetosis,81,6B,"BPM: 81/162; Bbblues, C#min prechorus, Gblues chorus",17
17680,St. Vincent,Fast Slow Disco,114,6B,Bbmx,17
17681,Splatoon 2,Grizzo Industries - Happy Little Workers,126,6B,Bbblues,17
17682,Splatoon 2,Grizzco Industries - Ever Further,126,6B,Bbblues,17
17683,Splatoon 3,Grizzco - Not Bad,136,6B,Do Better; Bbblues,17
17684,Star Wars: The Empire Strikes Back,John Williams - Star Wars,100,6B,"BPM: ~100; Main Theme; just the bit that everyone knows, not the whole six minutes lol",17
17685,Step Up 3,Fred Astaire - I Won't Dance,84,6B,"remix; 84, 103; BPM: 84, 103",17
17686,Steve Winwood,Higher Love,98,6B,,17
17687,Suicide Squad,Panic! At The Disco - Bohemian Rhapsody,143,6B,"0:00 Bbmaj, 1:24 Ebmaj, 1:49 Bbmaj, 2:24 Ebmaj, 3:04 Amaj, 3:17 Aphr, 3:22 Ebmaj, 3:52 F#maj, 3:55 Ebmaj, 5:34 Bbmaj, 5:37 Fmaj; ~, ~143, , ~139; BPM: ~, ~143, , ~139",17
17688,Super Mario Bros. 3,Toad's House,112,6B,some A#min,17
17689,Super Mario Sunshine,Casino,140,6B,,17
17690,Super Mario 64 DS,Casino,139,6B,triplet swing,17
17691,Super Mario Odyssey,Forgotten Isle,103,6B,BPM: ~103.7; Lost Kingdom; 11/16,17
17692,Super Mario Odyssey,New Donk City,118,6B,Metro Kingdom; Bbmx,17
17693,Superorganism,Everybody Wants To Be Famous,87,6B,,17
17694,Superorganism,Famous,87,6B,2.0 Dan the Automator on the Fader,17
17695,Sweet Trip,Pro: Lov: Ad,88,6B,BPM: 88/176,17
17696,SZA,I Hate U,80,6B,BPM: 80/160,17
17697,Taylor Swift,Lavender Haze,97,6B,,17
17698,Taylor Swift,Lavender Haze,120,6B,Felix Jaehn Remix,17
17699,Tiësto,Red Lights,125,6B,,17
17700,Toby Fox & Itoki Hana,Skies Forever Blue,80,6B,BPM: 80/160,17
17701,Tohji & banvox,Super Ocean Man,155,6B,,17
17702,Toro y Moi ft. Kevin Abstract & Lev,Heaven,140,6B,,17
17703,Troye Sivan,Got Me Started,127,6B,,17
17704,Tucker Wetmore,"3,2,1",92,6B,,17
17705,"Tyler, The Creator","GONE, GONE",79,6B,BPM: 79/158; Bb~Bmaj,17
17706,"Tyler, The Creator ft. Youngboy Never Broke Again",WUSYANAME,142,6B,what's your name; triplet,17
17707,"Tyler, The Creator",Hey Jane,94,6B,Bb~Bmaj,17
17708,"umru, emotegi, Aj simons",losin my mind,150,6B,"emotgi, acounta & ro500 Remix",17
17709,umru & Warpstr,Matter of Time,147,6B,Cmaj end,17
17710,UNDERTALE,Toby Fox - Uwa!! So Holiday♫,140,6B,,17
17711,UNDERTALE,Toby Fox - Dating Start!,115,6B,,17
17712,UNDERTALE,Toby Fox - Alphys,66,6B,BPM: 66.6/132.3/200; Bblyd; some Gmin; 6/8,17
17713,Underworld,Born Slippy,140,6B,BPM: 140.035,17
17714,Veronicas,In My Blood,120,6B,,17
17715,The Veronicas,On Your Side,100,6B,,17
17716,Vylet Pony,ANTONYMPH,132,6B,,17
17717,War,Why Can't We Be Friends,90,6B,BPM: ~90,17
17718,The Weeknd,In Your Eyes,100,6B,,17
17719,The Weeknd ft. Doja Cat,In Your Eyes,100,6B,,17
17720,Ween,Push Th' Little Daisies,155,6B,BPM: ~155; Bbblues+30,17
17721,What So Not,High You Are,137,6B,Branchez Remix,17
17722,Whethan ft. HONNE,Radar,102,6B,,17
17723,"Who Is Fancy ft. Meghan Trainor, Ariana Grande",Boys Like You,105,6B,Bbmx,17
17724,Wii Play,Results,94,6B,"Shooting Range; Bbmx, some A#mpic",17
17725,will.i.am,Bang Bang,130,6B,triplet swing,17
17726,WitchGang,Nothing's Alright,79,6B,,17
17727,Wiz Khalifa ft. Charlie Puth,See You Again,80,6B,BPM: 80/160,17
17728,The Young Punx,Interplanetary,135,6B,Carpenters - Calling Occupants Of Interplanetary Craft remix,17
17729,The Young Punx,Interplanetary,128,6B,The Young Punx Club Mix; Bbmx drop,17
17730,The Young Punx,Interplanetary,135,6B,Phunk Investigation Mix,17
17731,The Young Punx,Interplanetary,128,6B,Openair Mix,17
17732,Young Thug ft. Elton John,High,128,6B,rocket man,17
17733,Youngblood Hawke,We Come Running,125,6B,,17
17734,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ (Four Tet),ɵੂ≢࿃ूੂ೧ູఠీੂ؞ؙؖ⁽⁾ا҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉ ‎,106,1A,BPM: ~106; inst,0
17735,2 Mello,Reach Out,125,1A,,0
17736,2 Mello,You Like That,111,1A,,0
17737,2 Mello,Molotov Music,93,1A,Interlude; Jet Set Sona Theme,0
17738,2 Mello,LUV 2 LUV,153,1A,,0
17739,2 Mello,Rapid Crew pt1,124,1A,Can't Move Me,0
17740,"21 Savage, Offset, Metro Boomin",Ric Flair Drip,100,1A,,0
17741,21 Savage,Immortal,90,1A,G#phr+25,0
17742,3D Pinball: Space Cadet,main theme,115,1A,BPM: 115.25,0
17743,50 Cent ft. Nate Dogg,21 Questions,93,1A,,0
17744,50 Cent ft. Justin Timberlake,Ayo Technology,70,1A,BPM: 70/140; she wants it,0
17745,A Boogie Wit Da Hoodie,Look Back At It,96,1A,BPM: ~96,0
17746,"A.R. Rahman, The Pussycat Dolls ft. Nicole Scherzinger",Jai Ho,136,1A,You Are My Destiny; Bmx chorus,0
17747,Aaliyah,Try Again,93,1A,if at first you don't succeed,0
17748,Aaliyah,More Than A Woman,88,1A,BPM: ~88; G#~Aharm,0
17749,Addison Rae,Obsessed,110,1A,,0
17750,Aesop Rock,Rings,128,1A,,0
17751,AFI,Miss Murder,144,1A,triplet; intro is D#min 150,0
17752,"AGONY, Fresh Hex, Callie Reiff",VOGUE MAG,134,1A,,0
17753,Alice DJ,Better Off Alone,137,1A,,0
17754,Alice Gas,doitagain,95,1A,BPM: 95/190; do it again,0
17755,Alicia Keys,City of Gods,80,1A,BPM: 80/160; Part II,0
17756,Alison Wonderland,I Want U,140,1A,,0
17757,Aloe Blacc,I Need A Dollar,95,1A,,0
17758,Aminé,Arc de Triomphe,130,1A,,0
17759,Amyl and The Sniffers,Got You,94,1A,BPM: ~94/188,0
17760,Amyl and The Sniffers,Guided By Angels,91,1A,BPM: ~91/182; G#blues,0
17761,Amyl and The Sniffers,U Should Not Be Doing That,125,1A,BPM: ~125,0
17762,Amyl and the Sniffers,Do It Do It,155,1A,G#blues,0
17763,Anderson .Paak,Lockdown,100,1A,,0
17764,Angry Birds Movie,Charli XCX - Explode,123,1A,,0
17765,Anna Lann,Silver Plug,145,1A,G#phr,0
17766,Aphex Twin,Phloam,136,1A,,0
17767,Aphex Twin,ΔMi−1 = −αΣn=1NDi[n] [Σj∈C[i]Fji[n − 1] + Fexti[n−1]],85,1A,BPM: 85/170; formula; equation; perc,0
17768,Aphex Twin,Mt Saint Michel + Saint Michaels Mount,100,1A,"BPM: 100/200; -40, start is Bmin+30",0
17769,Aphex Twin,Taking Control,75,1A,BPM: 75/150,0
17770,Arca,Century,66,1A,BPM: 66/132,0
17771,Arca,Focus,66,1A,BPM: 66/132,0
17772,Arca,Lonely Thugg,126,1A,"some D#min; 126, 95; BPM: 126, 95",0
17773,Archive,Bullets,82,1A,BPM: 82.5/165; Cyberpunk 2077 teaser trailer,0
17774,Ariana Grande ft. Iggy Azalea,Problem,103,1A,,0
17775,Ariana Grande,Focus,100,1A,,0
17776,Armand Hammer,The Gods Must Be Crazy,109,1A,,0
17777,"A$AP Rocky ft. Rod Stewart, Miguel, Mark Ronson",Everyday,75,1A,BPM: 75/150; I spend my time,0
17778,Ashnikko,Halloweenie,100,1A,G#harm,0
17779,Ashnikko,Special,100,1A,,0
17780,Ashnikko,Daisy,122,1A,G#harm,0
17781,Ashnikko ft. Hatsune Miku,Daisy 2.0,131,1A,G#harm,0
17782,AURORA,Runaway,57,1A,BPM: 57/114/171; take me home; 3/4 or triplet 4/4,0
17783,The Avalanches,Because I'm Me,95,1A,Dâm-Funk Re-Freak; some Amin,0
17784,The Avalanches,Radio,109,1A,Sinkane Remix,0
17785,The Avalanches,With My Baby,102,1A,"BPM: ~102.5; G#dr+20, some Bmin+20",0
17786,"B2K, P. Diddy","Bump, Bump, Bump",95,1A,,0
17787,Baby Keem & Kendrick Lamar,The Hillbillies,150,1A,we gon fuck up the world,0
17788,BabyTron,100 Bars pt1,90,1A,,0
17789,Bag Raiders,Shooting Stars,125,1A,,0
17790,Basement Jaxx,Bingo Bango,130,1A,"G#dr+20, chords are G#min+20 A#min7+20 D#maj+20; some G#mpic+20, chords are C#min+20 Fmin7+20",0
17791,Basement Jaxx,Freakalude,128,1A,,0
17792,Beabadoobee,the perfect pair,145,1A,,0
17793,Beck,Colors,115,1A,some G#blues,0
17794,"Bejalvin, Water Spirit",SPEED UP,100,1A,"C#phr end; 100/200, 140; BPM: 100/200, 140",0
17795,Benny Benassi & Chris Brown,Paradise,128,1A,let go,0
17796,Beyoncé,Haunted,125,1A,some G#phr/Emaj,0
17797,Beyoncé,BREAK MY SOUL,115,1A,"G#phr, some G#min",0
17798,"Beyoncé, Madonna",BREAK MY SOUL,120,1A,QUEENS REMIX,0
17799,Beyoncé,BREAK MY SOUL,115,1A,will.i.am Remix,0
17800,Beyoncé,BREAK MY SOUL,123,1A,Terry Hunter Remix,0
17801,Beyoncé,BREAK MY SOUL,125,1A,Honey Dijon Remix,0
17802,Beyoncé,BREAK MY SOUL,120,1A,Nita Aviance Club Mix,0
17803,Beyoncé,PURE,124,1A,G#phr,0
17804,Billie Eilish,yssmiac,150,1A,BPM: 150.5,0
17805,Billie Eilish,all the good girls go to hell,92,1A,BPM: 92.5,0
17806,Billie Eilish,my strange addiction,100,1A,,0
17807,Billie Eilish,you should see me in a crown,75,1A,BPM: 75/150,0
17808,Billie Eilish,Not My Responsibility,115,1A,,0
17809,Billie Eilish,OverHeated,115,1A,,0
17810,Bktherula,INSANE,140,1A,,0
17811,bktherula,insane-.ₘₚ₃,140,1A,milkfish-normal-mix,0
17812,Black Caviar,Touch It,120,1A,,0
17813,The Black Madonna,Bugatti,120,1A,,0
17814,bladee,ICARUS 3REESTYLE,145,1A,,0
